artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Craig Finn,70JC5o2G0kQf6X32jL1mG3,Galveston,0.34,0.42,205035,0.5770000000000001,0.0111,2,0.165,-9.812000000000001,1,0.0603,129.202,4,0.435,7
GlokkNine,3zISvRK2Ta1JvlNnAzxTgg,Birds of a Feather,0.29600000000000004,0.799,185104,0.314,0.0,10,0.146,-18.596,1,0.732,142.90200000000002,4,0.892,0
Svrcina,6pjd0fJbjn0J74rYUl0I9n,Island,0.653,0.37200000000000005,219339,0.278,0.0,5,0.0905,-7.72,0,0.0315,97.56,4,0.141,31
Terraform,5kDPkSbhZdF5YoWlymioRM,Ego Death,0.00042,0.535,330000,0.9359999999999999,0.11599999999999999,5,0.0439,-4.346,0,0.0612,109.969,4,0.292,17
Drew Seeley,2Z3YR0Zb66KwUBLIQdf2cs,Quirks,0.109,0.605,210309,0.862,0.0,0,0.179,-5.805,1,0.0835,96.993,4,0.519,27
The Specials,3ZKlw5WTa2aB4TcvZgEXgi,Bonediggin',0.0723,0.40299999999999997,280000,0.977,5.14e-05,4,0.20600000000000002,-4.466,0,0.17300000000000001,152.499,4,0.728,27
Topic,6CWWfHJ77ZElqmJIyXDgB0,Perfect - FRDY Remix,0.368,0.353,176720,0.7559999999999999,0.0,1,0.11599999999999999,-5.345,0,0.336,80.28699999999999,4,0.31,31
Olmos,4ClSEpiGyMa9YAGIXdKCQn,Cherry on Top (feat. Kyle Reynolds),0.7140000000000001,0.488,196129,0.634,0.0,8,0.153,-6.187,1,0.38799999999999996,186.08900000000003,4,0.382,42
Club des Belugas,43B6Dzyd9tdCk8Pf9q2JcN,Let Me Go,0.0365,0.6940000000000001,209810,0.7929999999999999,0.000135,11,0.15,-5.042,0,0.0674,80.044,4,0.723,9
Club des Belugas,2FUB0KLFVXKHZN0fng5wY5,Save a Little Love for Me,0.222,0.804,224438,0.615,0.000133,7,0.32899999999999996,-7.565,0,0.0742,98.00399999999999,4,0.8190000000000001,7
Club des Belugas,2pKpLSR12pNl2BatlZB2KJ,That Cookie,0.49700000000000005,0.972,204252,0.5,1.91e-05,10,0.875,-9.176,1,0.0455,112.009,4,0.9279999999999999,5
Club des Belugas,6zdhGkE3IEFHBOxytaajVX,The Frim Fram Sauce,0.9129999999999999,0.7140000000000001,196057,0.175,0.0,10,0.10800000000000001,-8.561,1,0.20199999999999999,113.40299999999999,4,0.40700000000000003,5
Dante,7q6h0ZUnORzaRaefuUGxfW,"Sorry, I Apologize",0.38799999999999996,0.8059999999999999,176288,0.508,0.0,11,0.11,-9.044,1,0.0397,119.99700000000001,4,0.39399999999999996,14
Chase Holfelder,16KkRcSECo0m82k1TtOhEH,I'm a Toys 'R' Us Kid,0.894,0.304,74734,0.314,0.0,2,0.13,-9.762,0,0.0409,89.095,3,0.314,21
Caleb Belkin,5DowfKVyhd7zWDghCr8nnz,Tell Me Why,0.748,0.599,141920,0.536,2.13e-06,6,0.39399999999999996,-13.433,0,0.27,79.0,4,0.635,36
Fawn Doran,7w4LjDu5Xip5Pt8JhrBdAH,Respect Your Mischief,0.11900000000000001,0.905,210338,0.738,0.0,9,0.126,-6.42,1,0.0527,128.078,4,0.6920000000000001,4
A$AP ANT,2TBWPYfJsK7XBVOmvfAYRM,Traffic,0.007809999999999999,0.721,234136,0.609,0.0,1,0.106,-6.267,1,0.32899999999999996,162.004,4,0.262,24
Ondi Vil,6fee735D9oJHuz9k3tp215,Drowning,0.722,0.67,100895,0.462,8.52e-06,6,0.0785,-8.3,1,0.27399999999999997,94.75299999999999,4,0.218,43
Robert Glenty,2BzMADJka3Es5qlEfYtGhq,Show me how,0.0714,0.6559999999999999,156754,0.8690000000000001,0.0732,5,0.233,-5.502000000000001,1,0.0601,124.012,4,0.265,12
916frosty,2SUm69j0X2BM7Oc1uOzOIF,In My Heart,0.017,0.768,204281,0.825,0.0,5,0.16399999999999998,-5.811,0,0.0456,160.023,4,0.536,37
Turnaways,26M82PisEmc5q8ZnAzDM4N,New York Mind,0.25,0.521,197345,0.809,0.321,4,0.10800000000000001,-4.3839999999999995,1,0.0318,149.97,4,0.364,29
Turnaways,2UGRqgHdcHdQE2Ps8qvpjs,Empty Feeling,0.000198,0.594,142070,0.915,0.000241,0,0.368,-4.954,1,0.0337,110.09299999999999,4,0.563,23
letherette,3NHJ4SFz1CGtnJlvoiNpbe,Penny Chew,0.774,0.774,57941,0.8270000000000001,0.9670000000000001,0,0.102,-4.82,1,0.0286,113.88600000000001,4,0.745,11
Luan,5LGSbr5VgiapRBN7H9Mo5C,Mala,0.188,0.6940000000000001,192245,0.674,1.77e-06,11,0.24,-9.37,0,0.114,97.86200000000001,4,0.77,2
Genix,7bt7FXQEH52XDyiZsh4MwP,Rogue - Extended Mix,0.000138,0.6679999999999999,442294,0.818,0.898,0,0.442,-8.865,1,0.0511,128.002,4,0.0594,12
Wolfgang Amadeus Mozart,5f0pKmqFE0scznoDRlKW6j,"Piano Sonata No. 14 in C Minor, K. 457: II. Adagio",0.995,0.37,664661,0.0158,0.905,0,0.0871,-28.634,1,0.0516,94.29799999999999,4,0.21100000000000002,21
3k14,5xjKkYAnUdmxabZUesHEkR,Dejame Besarte,0.68,0.5579999999999999,240132,0.764,0.0,9,0.14,-3.218,1,0.114,169.89,4,0.28800000000000003,30
Loboda,2WEfONUQpDYiY7SLPXBkp6,Leti,0.188,0.54,183778,0.703,0.0,3,0.11,-4.861000000000001,0,0.0492,135.06799999999998,4,0.187,36
Los Invasores De Nuevo León,1MtxYaY44SRPyqHNYmHHzC,La Senadora,0.581,0.625,190959,0.66,0.0,7,0.0986,-5.42,1,0.106,183.101,3,0.742,22
Muza,6BfZcUkaEL9qZzOekru3Vn,Bondhurey,0.237,0.608,196855,0.6459999999999999,0.0,5,0.179,-6.234,0,0.0818,100.163,4,0.67,30
David Gravell,3ZCq6xjlNBhH8v1VW9Murp,The Future,5.5299999999999996e-05,0.45799999999999996,150229,0.9620000000000001,0.9079999999999999,8,0.14800000000000002,-9.868,0,0.05,130.991,4,0.11900000000000001,21
Frédéric Chopin,48HL4IsjpuFOhElmmYJERM,"Études, Op. 25: X. Etude in B Minor",0.98,0.306,269067,0.16899999999999998,0.907,11,0.0791,-20.947,1,0.0381,88.52,4,0.0498,18
Harikiri,05P6GKtA9d2Dutf15HamvH,Real (feat. Bohan Phoenix),0.105,0.715,199385,0.612,0.0,4,0.11199999999999999,-5.768,0,0.162,129.99,4,0.317,8
Harikiri,3tCH7cmu10n0om1fUBtLU8,Know My Name (feat. Raz B),0.35,0.887,217500,0.591,0.0,6,0.127,-7.184,1,0.0868,128.111,4,0.863,10
Aish,69LAdyvefg3O4ZAR75xphy,Chaos,0.308,0.305,283720,0.45899999999999996,0.301,9,0.0575,-10.645999999999999,1,0.0458,132.08100000000002,4,0.0399,5
Anderson & Yohandy,4SAVfJKDKDnhdGPpoPFebk,The Bote,0.17600000000000002,0.879,185514,0.8859999999999999,0.008459999999999999,8,0.079,-6.103,1,0.0491,109.977,4,0.941,22
Taysav,0wIYS5wU4a8PNeHOaOpICi,Frenemies,0.187,0.628,146808,0.88,0.0,7,0.48200000000000004,-4.849,1,0.469,141.957,4,0.504,20
Daniel Avery,4wgY7obydaulogsfRXbhvu,Sensation,0.0156,0.608,453253,0.636,0.7170000000000001,10,0.111,-11.036,1,0.0474,123.50399999999999,4,0.14300000000000002,18
Baby Shushing,2ZtW6iBUpuwRoCWAnc5e4H,Hush to Sleep Noise (Looped),0.0,0.0,84880,2.02e-05,0.71,1,0.268,-26.418000000000003,1,0.0,0.0,0,0.0,32
Andrew Lockington,4EABEEdEZ08ebskdVZBHc1,Paavo,0.904,0.226,82160,0.0796,0.941,7,0.0709,-26.758000000000003,0,0.0362,88.743,1,0.0381,12
Faruk Sabanci,0dXNX6nu5PUA0Wm6A2rDD3,Your Call,0.028999999999999998,0.645,176339,0.892,0.00105,9,0.0899,-4.39,0,0.222,120.05,4,0.35100000000000003,41
Maine Musik,4h0SXZFqbx4uroma6FauFn,My Brotha,0.5770000000000001,0.527,361091,0.44299999999999995,0.0,2,0.396,-8.142999999999999,1,0.366,69.617,3,0.66,18
Thin King,2Dki8wTFfEw3nxnksHLiQT,Can't See,0.807,0.648,195031,0.375,0.215,7,0.0893,-9.241,1,0.0328,80.001,4,0.0506,4
Sakro100,0RaL4WhpmysXCpoKvAfRcN,Quando mi chiamano,0.706,0.755,138486,0.649,0.0,7,0.0951,-4.728,0,0.365,155.908,4,0.695,2
Jazzinuf,7hL9dwyJRu5e8wKEwpBjQA,Green Tea,0.444,0.7559999999999999,116689,0.599,0.000267,1,0.0745,-7.319,0,0.0322,140.026,4,0.87,31
Kirsten Collins,07FUOcM1SMHHr4DEEiQe08,Rainbows,0.299,0.812,229799,0.6579999999999999,0.00344,11,0.591,-5.542000000000001,0,0.0836,105.005,4,0.47100000000000003,14
Static Canvas,0PEqErxevilaWLJlNuDIAG,White Noise Wave,0.986,0.0,92571,0.0016600000000000002,0.73,3,0.682,-13.484000000000002,1,0.0,0.0,0,0.0,2
Zé Ricardo & Thiago,09EsIPjHueTPPXIYK1d6Qq,Pinga na Veia - Ao Vivo,0.7040000000000001,0.7829999999999999,188082,0.754,0.0,6,0.743,-5.935,1,0.0382,117.022,4,0.703,31
Zé Ricardo & Thiago,058Y7lvYJpHYZn6iZKTcjr,3 Leis - Ao Vivo,0.165,0.741,157079,0.903,0.0,1,0.318,-4.899,0,0.0932,134.929,4,0.767,29
Armin van Buuren,38E07AmJ8o7HmSt5vsaGQt,"A State Of Trance (ASOT 858) - Coming Up, Pt. 4",0.0464,0.499,33650,0.7809999999999999,0.0,1,0.35200000000000004,-10.708,1,0.397,128.543,5,0.583,7
Kyla,1CjQY3xFlMtvkzXuZ3cX9W,Only Gonna Love You - Motown Interlude,0.7240000000000001,0.424,40710,0.638,0.0,8,0.276,-4.29,1,0.0925,170.265,4,0.8959999999999999,17
Kyla,6TZZvT2sQDDJc1nIlgoXpj,Only Gonna Love You - Remix,0.182,0.6809999999999999,210791,0.7809999999999999,0.0008960000000000001,5,0.316,-5.006,0,0.0475,98.005,4,0.466,15
Solarstone,5oSSygMzqLo6zKIwAAUDAx,I Found You (Mix Cut),0.20199999999999999,0.27,93089,0.495,0.0483,7,0.925,-15.356,0,0.0403,133.77200000000002,4,0.223,25
Orange Goblin,2jHJZPMCFUVaYnQBOUiNcU,Sons Of Salem,4.92e-06,0.374,180013,0.902,0.7829999999999999,0,0.0899,-5.303999999999999,0,0.10400000000000001,107.59100000000001,4,0.618,21
Plattenschieber,4OvUk0jPnTQnEUcZYWkEVg,Dancing in the Sun,0.00128,0.723,218514,0.907,0.721,5,0.0399,-12.672,1,0.0433,120.005,4,0.97,0
Plattenschieber,4QIDfIUVD4kp0OjdS49FLH,No More Speech,0.0178,0.5670000000000001,189414,0.97,0.915,11,0.096,-8.511000000000001,0,0.0481,130.00799999999998,4,0.301,0
Decøde,1PGUrERwrwV8DGxsEiFJ09,GONE,0.187,0.64,164442,0.508,0.00564,1,0.115,-10.283,0,0.0581,76.995,4,0.131,1
ATLiens,1WcULdxSdcPkNuCsinwTqX,Interstellar - TYNAN Remix,0.0666,0.5529999999999999,233200,0.703,0.0036899999999999997,8,0.955,-4.102,1,0.0702,150.056,4,0.16399999999999998,22
Asa Rx,5zUoVrq1x6QHQhrWspMM0a,Beating Dis-Ease,0.815,0.49200000000000005,70851,0.396,0.0,0,0.74,-16.121,1,0.41700000000000004,76.483,3,0.9109999999999999,0
Ancient Astronauts,3e9TL3jHBCuThwBLnHZxr3,SUFFOC-HATE - Instrumental,6.7e-05,0.603,228817,0.86,0.324,3,0.0684,-4.102,0,0.0293,86.021,4,0.602,6
DRINKS,1CBumsxod04PLf7N52315h,When I Was Young,0.992,0.285,57520,0.0308,0.873,0,0.0831,-26.854,1,0.0322,73.382,4,0.0354,18
DRINKS,7DDOZnE0dDl2Ub7Xj1xBWZ,Greasing Up,0.937,0.599,170880,0.313,0.0105,2,0.13,-11.614,1,0.0298,137.042,3,0.6920000000000001,21
350heem,72xsTXkkgMr55QYJOh43Vd,Spoil Ya,0.102,0.5539999999999999,132743,0.821,0.0,2,0.184,-5.462999999999999,1,0.0897,170.074,4,0.828,15
Jam in the Van,0aLNGjQwMWNzFsLQlgqkmn,"Sorry I Was Sorry - Live in Los Angeles, CA 2018",0.883,0.631,203494,0.0975,0.0008300000000000001,8,0.11800000000000001,-15.106,1,0.0339,101.414,4,0.158,9
Jam in the Van,0ujMdoFoByin7BZkhKvWWz,"Tenderness - Live in Los Angeles, CA 2018",0.922,0.461,147461,0.0765,6.579999999999999e-05,7,0.11199999999999999,-14.285,1,0.0346,98.50299999999999,4,0.218,7
Vayb,4ZHDsVwStuD0bI9GLAWvqZ,A mwatye,0.14300000000000002,0.718,366367,0.8109999999999999,0.0,0,0.0959,-5.872999999999999,1,0.0429,92.029,4,0.682,24
Citizen Shade,7kHG2kwRTitzCFnR5FYn25,Finesse,0.253,0.701,227429,0.737,0.0,9,0.0252,-6.4479999999999995,0,0.10800000000000001,105.01899999999999,4,0.7490000000000001,12
Illinformed,3WQciRJqHG1YMeK1XcWDLv,Bobby,0.10400000000000001,0.8,108111,0.266,0.77,9,0.17800000000000002,-7.821000000000001,1,0.0595,169.95,4,0.701,4
Illinformed,2faPZkCTeEcbm7eyBLPVoX,More Sugar Money,0.0499,0.799,48867,0.35,0.32799999999999996,4,0.304,-11.837,1,0.0419,130.19799999999998,5,0.561,3
Illinformed,4847VWRUbfeohdavcnNwO2,More Fake Money,0.586,0.5589999999999999,151619,0.6409999999999999,0.88,11,0.122,-11.513,0,0.19699999999999998,167.40099999999998,4,0.754,3
Illinformed,6Ra7NYLCqUynuSEHvu9acI,Whitney,0.0083,0.604,151412,0.392,0.992,6,0.135,-6.251,1,0.34600000000000003,87.075,4,0.684,4
Illinformed,0u1LtmxC127NLLTl9qf4m5,More Weed Money,0.466,0.439,205750,0.503,2.19e-06,6,0.248,-9.652999999999999,1,0.152,143.737,4,0.6829999999999999,7
Illinformed,4KinUXjtKVFyDDNK10Yb6h,More Drug Money,0.0175,0.513,152253,0.623,0.9540000000000001,0,0.107,-10.484000000000002,0,0.0305,182.07299999999998,4,0.973,4
Illinformed,6x3eiuqUPdNkJxkRW3e8F3,Charley Dem,0.654,0.838,111499,0.419,0.10400000000000001,9,0.128,-8.184,0,0.0439,82.976,4,0.591,3
Illinformed,4farDj1G3T8sjcdrShUr4j,Richard,0.0239,0.7040000000000001,135752,0.39899999999999997,0.716,11,0.34299999999999997,-7.727,0,0.0354,160.078,4,0.982,3
Illinformed,2D4goMAjoglSboRpjAamzt,More Drink Money,0.0791,0.6629999999999999,65243,0.644,0.0864,0,0.42700000000000005,-11.526,1,0.0262,142.002,4,0.8109999999999999,2
Illinformed,50knILN9tJe9GxBqDlPk4s,More Food Money,0.5539999999999999,0.647,88252,0.355,0.687,8,0.106,-12.068,1,0.0369,83.959,4,0.53,3
Illinformed,5WBOPBxZpSl5eXc31UtPLZ,More Yay Money,0.428,0.36700000000000005,112584,0.48200000000000004,0.7859999999999999,7,0.191,-12.44,0,0.0268,89.042,4,0.615,2
Illinformed,67RShq6K9eMpSZjpVmtVuq,Coltrane,0.0366,0.519,261640,0.578,0.835,7,0.614,-5.025,0,0.0384,159.939,4,0.7040000000000001,3
Illinformed,6ZQwc1j0DCHrx28zAVkeVt,More Money Money,0.0528,0.519,96683,0.644,0.4,3,0.278,-11.01,0,0.184,160.039,4,0.698,3
Illinformed,7aWaoNijrtWikMf43BjBOV,Jello,0.145,0.508,135360,0.601,0.0426,6,0.627,-6.499,1,0.0282,79.952,4,0.47200000000000003,2
Illinformed,76yrSnL160XUF1PSKV73VH,Remmy,0.015,0.637,167244,0.5760000000000001,0.00011999999999999999,11,0.142,-6.204,0,0.147,158.028,4,0.713,2
Illinformed,0z4ybjoQFZRo3SonEkxZHH,Ike,0.0137,0.7490000000000001,157756,0.449,0.769,7,0.387,-7.709,0,0.0378,174.11,4,0.8320000000000001,2
Illinformed,35Rh4pHEen0vPnGyRKi87M,Baker,0.000572,0.39899999999999997,117250,0.649,0.0191,7,0.0925,-5.966,1,0.0331,83.42299999999999,4,0.8490000000000001,1
Illinformed,0JXtnhgzAsr5ju5PYHFDQj,Davis,0.004070000000000001,0.534,139442,0.514,0.879,1,0.562,-7.558,1,0.0364,178.042,4,0.91,2
Illinformed,5jwPO6wTdqyoPlZwhG7oWv,Henny,0.05,0.539,137671,0.6559999999999999,0.0289,2,0.8140000000000001,-6.4270000000000005,0,0.035,130.059,4,0.612,1
Illinformed,6VwnSD6WbY59lyGwZa6oDX,Foley Dem,0.508,0.643,87614,0.36200000000000004,0.359,7,0.261,-8.171,0,0.0561,74.94800000000001,4,0.341,2
6obby,1RaGyyS37sus6BvO4LDdCW,nowadays,0.0108,0.672,136542,0.7490000000000001,0.0,0,0.18100000000000002,-4.944,0,0.107,159.99,4,0.63,22
6obby,0wQxLaNareSuEgFHi7zuTG,alright,0.15,0.711,233091,0.63,0.00165,11,0.195,-9.622,1,0.209,135.05200000000002,4,0.401,30
Jawga Boyz,1ZqiBLnOzPZomqyBqjcLxm,Filthy Dirty (feat. Charlie Bonnet III),0.0019100000000000002,0.6679999999999999,240342,0.792,6.75e-05,4,0.23199999999999998,-6.03,0,0.0283,127.98100000000001,4,0.32799999999999996,24
QuietKind,5B2p6lmbUGO9g0kKuXfejU,The Worst of Us,0.000266,0.29,279000,0.955,0.00010400000000000001,11,0.13,-4.141,1,0.0992,119.23299999999999,4,0.318,26
Cosmo Sheldrake,666P2ZGXwIaGc2GSdv7lC7,Axolotl,0.6629999999999999,0.336,146113,0.479,0.0136,7,0.0899,-6.814,0,0.0461,97.14,4,0.34600000000000003,23
Loma,0ypUOgzrWxxDwKRVDR0L9g,Relay Runner,0.727,0.7040000000000001,300453,0.6729999999999999,0.851,0,0.141,-10.614,1,0.0424,137.987,4,0.611,25
Curtis Roush,0uz1nU2nYjd8isT4WfoqTf,Real Love,0.11800000000000001,0.636,266413,0.596,0.0914,1,0.136,-8.439,0,0.0295,123.219,4,0.46399999999999997,33
Nosaj Thing,2YfPDVqwecE1uXS0eIhEdC,U G,0.48,0.723,261453,0.66,0.9309999999999999,2,0.10800000000000001,-9.972999999999999,1,0.0658,120.01,4,0.039,25
Hans Zimmer,2kVyZUMyvHHxu7ZOgcSXam,You're so Cool (Extended Single Version),0.9670000000000001,0.599,218333,0.34299999999999997,0.894,5,0.113,-18.676,1,0.0476,103.38799999999999,3,0.664,42
Eater,1X8VtG1xNCu4cnRSCQZrhC,Meanwhile,0.32899999999999996,0.37200000000000005,219000,0.622,0.0395,2,0.402,-9.35,0,0.16699999999999998,79.52600000000001,4,0.109,27
Drones,2n5eZqkYoQmlexr5N9vG7V,Rorschach,4.66e-06,0.425,207714,0.94,0.0361,6,0.193,-2.1390000000000002,0,0.0409,104.96799999999999,4,0.5670000000000001,28
Corey Voss,0r8KN6ZVe3UNhE39CvTmG4,Don't Ever Let Me Go - Live,0.0259,0.446,255907,0.716,2.94e-06,5,0.146,-5.075,1,0.0283,143.965,4,0.175,41
Paz Court,5I4e4KwqyruH6YuGMn3IRw,Veranito de San Juan,0.45399999999999996,0.565,273800,0.7829999999999999,0.000999,4,0.726,-7.356,1,0.11900000000000001,75.99,4,0.467,33
Chris Standring,5bMaiCgXgbMAQqn251z4Fz,No Explanation (feat. Mica Paris),0.321,0.843,235990,0.48200000000000004,0.000152,0,0.125,-9.423,1,0.0542,108.007,4,0.8590000000000001,33
Yomil y El Dany,419tcmpUm0masoH0XGnHyf,Te Gusta Mas (feat. Divan),0.0308,0.763,220135,0.762,5.79e-06,11,0.0997,-5.582999999999999,0,0.0649,102.04,4,0.26,21
Suicidal Tendencies,0adBCYcFOiTCTnQwv0TX3Y,Ain't Mess'n Around,0.00336,0.498,350090,0.735,0.0,1,0.11,-4.706,0,0.0294,135.983,4,0.537,17
Eyes Set To Kill,20Ac5w15VoqWBI8pCLItXI,Devastated,0.113,0.506,241720,0.922,0.0,9,0.0766,-4.43,0,0.0696,140.01,4,0.203,27
Dallas Moore,13HtgraNSDmiJlLQWY6jSM,Shoot out the Lights,0.0153,0.316,231299,0.845,0.0,4,0.626,-5.774,1,0.115,207.854,4,0.5589999999999999,20
Georgie Chapple,3I7GoJNKZs3WjcQxW7rVFJ,Met You Yet - Luis Paul Remix,0.0928,0.457,185945,0.7609999999999999,0.00203,1,0.311,-6.652,0,0.0482,164.03900000000002,4,0.40299999999999997,3
Dee Mula,6NGRNIIF4w9i066q8iCYbm,Intro,0.051,0.7290000000000001,123847,0.604,0.0,11,0.331,-9.825,0,0.29600000000000004,140.065,4,0.86,16
박재정,4RrJ2O5ZcX01D7iSTPa5Tl,XOXO,0.544,0.6829999999999999,222755,0.706,0.0,5,0.425,-4.97,1,0.0505,90.006,4,0.736,28
The Soft Moon,0YxhoVMFMYtLZf7RjhE04e,It Kills,0.00043200000000000004,0.527,257672,0.9129999999999999,0.318,7,0.256,-7.85,0,0.0795,135.965,4,0.139,26
Preto no Branco,1IJ7mFrvgw24F3rRS9NAHl,Me Deixe Aqui,0.0979,0.449,274840,0.643,1.49e-06,1,0.0941,-6.1579999999999995,0,0.0412,168.16,4,0.45899999999999996,59
RichaadEB,00DZUpXKVHWPpjK07ZfmaN,Flowering Night,1.04e-06,0.332,233137,0.9470000000000001,0.858,4,0.259,-4.81,0,0.0685,152.985,4,0.28600000000000003,32
Comsat Angels,0E8IEUrISOEREN83wmn4rc,Independence Day,0.721,0.515,209000,0.635,0.7959999999999999,9,0.938,-19.767,1,0.0332,142.487,4,0.6859999999999999,30
MAI LAN,38NsGXKmWrnZ92ctOAkqrt,Blaze Up,0.158,0.787,213973,0.77,0.00809,0,0.0797,-6.377000000000001,1,0.0447,122.02,4,0.7759999999999999,29
The Dog Apollo,64D1kTlQdOMuBUsJi0IcDb,Last Orbit,0.0514,0.591,227500,0.7490000000000001,0.000202,2,0.154,-4.835,1,0.0327,130.043,4,0.705,6
Bandhunta Izzy,1GXQNr01OMFmmBpp4235EN,Extra,0.01,0.8959999999999999,165173,0.478,1.89e-06,10,0.151,-6.733,0,0.799,140.058,4,0.37799999999999995,21
Katie Herzig,3HxKZTaS80Mmkd7SFWkDGX,Strangers,0.344,0.5820000000000001,223627,0.607,0.134,0,0.146,-8.21,1,0.0335,98.01,4,0.509,27
West Ridge Worship,177pSXDy3gXK3JlSoYV7WC,Who Can Fathom,0.0241,0.44,322300,0.6679999999999999,3.04e-06,1,0.325,-4.832,1,0.0293,159.982,4,0.361,19
Spencer Crandall,4L4UM3N7TukzsdIlahjM81,'Til Our Feet Hurt - Acoustic,0.0657,0.775,156250,0.5589999999999999,0.0,5,0.325,-8.065,1,0.0471,95.959,4,0.7090000000000001,25
Spencer Crandall,0akvQispDII60ao7dYTZv5,On My Way - Acoustic,0.204,0.672,193696,0.467,0.0,4,0.107,-8.398,1,0.0476,92.04700000000001,4,0.37,21
Rapunzel,5DxQkt0yNNR2dAM6HsKhJ8,I've Got This,0.39299999999999996,0.736,153310,0.5770000000000001,0.0,0,0.14800000000000002,-5.17,1,0.0305,112.93799999999999,4,0.7979999999999999,26
Selfish Things,2WMDt5PH63aZUIqml0EDBM,8147 Mulholland Terrace,0.000424,0.509,200440,0.846,1.84e-05,8,0.0769,-5.529,1,0.0473,152.96200000000002,4,0.493,31
mt. fujitive,4u9TB9eDKV4tZIdONS2Juv,goodbye,0.914,0.6679999999999999,127415,0.171,0.851,8,0.0824,-11.600999999999999,1,0.0385,62.062,4,0.595,29
Dill Knocked,5jHxz4Cf6AnA4xhTLefOFW,Nurse,0.111,0.6729999999999999,70555,0.722,0.96,4,0.19899999999999998,-15.595999999999998,0,0.0489,124.19,4,0.455,2
ATLiens,0fP3213sYnnGjFFeEWmKv8,Interstellar (feat. Sara Skinner),0.255,0.659,201000,0.637,0.0105,8,0.11599999999999999,-3.835,1,0.0653,159.915,4,0.068,33
Gateway Worship,5NM400WyYlKH9HDsqVSE1J,Love of My Soul - Live Acoustic,0.0267,0.341,324933,0.413,1.11e-05,1,0.092,-8.496,1,0.0307,132.38299999999998,4,0.10099999999999999,18
Beatz King,0ecmHHyfksiUwD3byHsyyC,Here We Go,0.667,0.794,144450,0.519,0.97,2,0.10400000000000001,-21.24,0,0.0815,107.96600000000001,4,0.87,9
Rameses B,7oDiqPsqrrvVLlI04R5NCT,Nycto,0.27,0.218,202000,0.46799999999999997,0.845,2,0.0788,-10.502,0,0.0393,180.07299999999998,4,0.0356,28
Go Hard Black,66oe0cgV5MqJlNVcuktbnN,My Life's A Rap,0.00449,0.46299999999999997,297848,0.775,0.0,11,0.0858,-7.757999999999999,0,0.374,79.788,4,0.455,0
Leanna Crawford,134cQNuCvixQI9tgDY7jHu,Crazy Beautiful You,0.0524,0.78,193573,0.81,5.8200000000000005e-05,2,0.13,-6.829,1,0.136,146.037,4,0.909,27
Revolution 5000,3XgLyQjzaGbduBvfDDVt80,Pleaze Stop Hatin',0.00921,0.935,210390,0.642,0.0,11,0.0995,-14.715,0,0.37799999999999995,140.017,4,0.552,32
Alestorm,27wIFtrp94VZrtKtpVfjp6,Terror on the High Seas,1.23e-05,0.517,231053,0.991,0.156,7,0.522,-4.099,1,0.0613,119.95299999999999,4,0.247,26
Kura,3uPBAQ1xWQ7tj0haMKpcqI,Fuego,0.0028399999999999996,0.618,164091,0.9620000000000001,0.0727,4,0.302,-4.314,0,0.0903,131.96200000000002,4,0.14,36
Ooyy,4fAHeiJtBqrG1euVMvGgkl,Divergent,0.0102,0.664,198876,0.6559999999999999,0.774,4,0.0905,-7.08,1,0.0312,105.00299999999999,4,0.0417,38
Kronno Zomber,5cTtW6AO92ylIxmYys7DJx,Goku vs Jiren,0.179,0.664,299224,0.973,0.0,2,0.179,-2.0380000000000003,0,0.213,95.927,4,0.537,45
Bhietxa,1SU4yHRpCctlqX5VN1nZqB,Yo Te Amaré,0.139,0.894,235792,0.521,0.000169,7,0.0466,-6.379,0,0.0471,103.99600000000001,4,0.8590000000000001,29
Los Corceles de Linares,4RwzmM6ySBU0JPhZMXwEMu,Los Viejitos,0.11599999999999999,0.539,207403,0.794,0.33899999999999997,0,0.127,-11.034,1,0.0708,108.306,4,0.961,15
Chris Dave and The Drumhedz,4kD0yDEONTrnP3LQWnY9g4,Destiny N Stereo,0.10400000000000001,0.718,229147,0.6920000000000001,4.0600000000000004e-05,6,0.38,-8.105,0,0.233,95.976,4,0.69,35
Lil Bo Weep,0pLvL32Dwd3nOgeshaLjzW,THANK U (COVER),0.877,0.42200000000000004,105533,0.34,0.0009699999999999999,8,0.14400000000000002,-11.972000000000001,0,0.0353,159.16299999999998,4,0.392,35
Under Lover,2aPKocUtnHHfuyooXb2L3F,愛情太傷人 (韓劇《藍色海洋的傳說》片尾曲),0.408,0.57,276268,0.309,0.0,0,0.115,-19.177,1,0.0408,135.93,4,0.21100000000000002,19
Study Music & Sounds,7qLSD7VrGTsUnbRV3U5Bjd,Thunderstorm Sounds Study Music Aid,0.9540000000000001,0.145,116897,0.23800000000000002,0.905,8,0.11199999999999999,-25.721999999999998,0,0.0465,138.273,4,0.076,19
Study Music & Sounds,4BQYEafKjEcMcmmBmhElOS,Thunderstorm Sounds for Studying,0.977,0.083,149681,0.174,0.9670000000000001,5,0.0873,-26.195999999999998,0,0.0408,83.911,4,0.0393,18
Study Music & Sounds,1Jdazc6a7hyb5eTOrnmrgL,Thunderstorm Sounds for Focus,0.943,0.17600000000000002,116399,0.166,0.985,2,0.0945,-26.553,0,0.0461,62.754,4,0.0388,19
