artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Sanction,7heT2IFqdoERX6PwNCN9Qp,Fixated Upon a Figure,0.00242,0.209,133994,0.938,2.58e-05,7,0.409,-6.091,1,0.13699999999999998,179.916,4,0.10800000000000001,31
Invisible Inc.,0BLJ5cVkjUxS0FR7Pvh1vR,They Warned Us (feat. Gift of Gab),0.456,0.685,232693,0.5670000000000001,0.0,1,0.18100000000000002,-9.067,1,0.6709999999999999,85.07700000000001,4,0.644,17
Vianni,2Wk9A108h42IopaUdC8PBp,Antisocial,0.47,0.5329999999999999,158400,0.5479999999999999,0.0,0,0.154,-7.88,0,0.406,92.805,4,0.83,38
Morodo,2rLbtszlzaGGSHMtJfWKUQ,Yo Soy Tu Maestro,0.418,0.7509999999999999,200909,0.8320000000000001,0.0,10,0.0779,-7.72,0,0.134,157.798,4,0.9279999999999999,0
KVR,6F2jB8tKRjpoOldkYFNzy5,Love With The Lights On,0.0178,0.631,147033,0.6,0.0,1,0.132,-9.017000000000001,1,0.0462,111.029,4,0.24100000000000002,33
MC Paul Barman,4k9M3CynSGIVTGAGoUFst8,(((echo chamber))),0.18899999999999997,0.701,147933,0.6579999999999999,1.09e-06,11,0.11,-7.915,1,0.375,94.863,4,0.8740000000000001,8
ZieZie,2H9zpvV33I48HE5jnNvWVB,Fine Girl,0.0295,0.867,163001,0.509,0.0,7,0.0424,-4.8839999999999995,0,0.0918,100.99799999999999,4,0.684,69
Nature Relax Sounds,6QkAHh0H8vJ89TlzNoF2jY,Attentions,0.9890000000000001,0.259,33000,0.0354,0.953,3,0.0709,-28.366,1,0.0778,120.665,3,0.0357,23
N8N,5e3erpQhUlDJ9mWczobWZ2,Sign Ur Name,0.0169,0.69,254485,0.665,1.26e-05,1,0.44,-4.927,0,0.0296,103.927,4,0.226,12
Amarionette,6jlJCTC8QmbBZliS8O1pRq,Charm,0.0102,0.415,199797,0.9590000000000001,2.44e-06,2,0.309,-3.779,1,0.105,172.08,4,0.5429999999999999,26
WEDNESDAY CAMPANELLA,4zk6j1TOlLdOpU0RD2FAEW,Three Mystic Apes,0.564,0.6890000000000001,232887,0.594,0.289,6,0.318,-10.062999999999999,1,0.0607,135.968,4,0.597,15
Jah Khalib,19o7ff2KydNDFznhszMqWq,Letnie tayny,0.13699999999999998,0.7659999999999999,211765,0.6779999999999999,0.00011,4,0.0798,-6.625,0,0.0704,142.003,4,0.396,36
Steezmonks,2cWq1IzhV9fvvM9QGjy2Wf,Bloody Betty,0.0604,0.77,324375,0.434,0.31,2,0.5670000000000001,-8.794,1,0.121,127.95299999999999,4,0.48100000000000004,3
Hentaidesu,0g2V5xdJRYoDjdBi2tEflA,Polka Dots & Moonbeams,0.88,0.6509999999999999,95425,0.308,0.617,6,0.268,-10.709000000000001,1,0.0751,169.21099999999998,4,0.945,39
Cosmos People,4vzisIYDxvcpRGrQofdvOZ,拿下這一場,0.0037600000000000003,0.521,238333,0.795,1.23e-06,10,0.11800000000000001,-7.0760000000000005,1,0.0659,132.02700000000002,4,0.284,27
Henry Wu,7vSzCfyPzcjgU8trCfWs8P,Projections,0.0121,0.8959999999999999,439342,0.9640000000000001,0.109,1,0.191,-6.461,1,0.0807,121.961,4,0.847,0
Khary,2smB1dmJAAzITS0pLscEMl,"The Intern, The Captain, and Khary.",0.317,0.6579999999999999,204564,0.75,0.0,6,0.111,-7.595,0,0.502,78.366,4,0.542,26
Wolfgang Amadeus Mozart,0ztXGq3xLMIaFPn54zuuGF,"Preludes & Fugues, K. 404a: Fugue No. 3 in F Major",0.963,0.373,157040,0.115,0.84,5,0.205,-19.432000000000002,1,0.0508,112.72,3,0.297,21
Aash Mehta,0zjLqMGvY7j7TuBkh2MIVd,Going Numb,0.40399999999999997,0.511,236242,0.413,2.69e-06,1,0.18100000000000002,-8.175,0,0.0435,139.645,4,0.106,28
Famez,00Vbk3F8miGPLKACk8EuAW,Before You Go,0.535,0.585,244246,0.7070000000000001,0.0,4,0.39,-9.357000000000001,0,0.201,114.223,4,0.179,17
guardin,5hQyS3M41qr0ddcIkCUbuJ,useless,0.00436,0.28600000000000003,153889,0.861,0.000745,8,0.8370000000000001,-2.178,1,0.0637,150.287,4,0.324,35
Looped Fan Sleep Noise,65Tg0GzmFp9wQySyuv6Sc7,Pink Noise Sleeping Baby (All Night Looped),0.9309999999999999,0.073,68426,0.993,1.0,4,0.16699999999999998,-17.485,0,0.0516,174.238,3,1e-05,35
Sou El Flotador,1lsZrZdAikGMwPUIaxzAPq,Vivimos en Guerra,0.534,0.602,264040,0.665,0.0,5,0.19899999999999998,-6.265,0,0.0826,119.48200000000001,4,0.483,11
Sou El Flotador,5lUcqyol3yqbbxkwA1amRx,Fantasma,0.6829999999999999,0.636,242396,0.7559999999999999,0.0,6,0.42100000000000004,-4.218,0,0.19,124.89200000000001,4,0.629,14
Cryptic Wisdom,43PXybve8fq5pxAl719c17,Look Alive,0.0397,0.7759999999999999,210854,0.6920000000000001,0.0,9,0.32799999999999996,-7.975,0,0.161,140.02,4,0.591,28
Makla,1EsJjEpSeu6K2oGdJMgS4V,How Hard (feat. Hawkboy),0.00183,0.657,193008,0.993,0.0604,11,0.102,-1.276,0,0.0914,149.977,4,0.642,8
ReauBeau,06nQL67nAhanHDeZAYa4HP,Not About You (feat. Robin),0.0198,0.46299999999999997,181725,0.792,8.540000000000002e-05,7,0.11699999999999999,-3.332,0,0.0767,172.94299999999998,4,0.28,31
Midnite String Quartet,30onrKEgOU8OGXbyF7zLyI,Zombie,0.804,0.413,278437,0.127,0.184,7,0.158,-19.785999999999998,1,0.0494,127.876,4,0.33,21
Midnite String Quartet,6z4by1IGMDQBfbNFyTYXYv,Dreams,0.968,0.402,309293,0.0982,0.8029999999999999,4,0.308,-20.831,1,0.037000000000000005,92.05799999999999,4,0.28,9
Capo Plaza,7pm4xwKIKhUhMCsSJJa7UU,Taxi,0.0683,0.895,194387,0.802,4.91e-05,6,0.308,-3.4360000000000004,0,0.0792,140.94299999999998,4,0.525,54
Amun,3bFJ05KVjui6JFVjHaxRUJ,So Cold,0.0822,0.747,217059,0.654,0.0222,2,0.332,-6.212999999999999,1,0.0382,135.928,4,0.34600000000000003,4
Jon Keith,6H9bNdwt3EIkSTurysaKeY,Where You Been,0.183,0.747,116975,0.524,5.7999999999999995e-06,1,0.35200000000000004,-9.577,1,0.43700000000000006,118.876,4,0.358,23
Christopher Lennertz,5LPDTzGQTBkOHn8whRmEAi,Smith / The Forest,0.833,0.13699999999999998,196080,0.0505,0.767,5,0.226,-26.756999999999998,1,0.0376,96.985,4,0.0285,11
Christopher Lennertz,4ajR75SE2f4ZBIWkYIP1E2,Flowers / Father and Son,0.713,0.0676,212813,0.0383,0.5329999999999999,7,0.094,-26.454,0,0.0411,75.087,4,0.0408,12
Christopher Lennertz,6rMUyjX0yvhjDvM1ltMUTq,Illumination,0.9420000000000001,0.136,279715,0.027999999999999997,0.68,9,0.0573,-23.258000000000003,0,0.0386,145.205,4,0.0392,11
Armin van Buuren,2lNU7vi8iiKuLizAoPK73g,Heading Up High (ASOT 858),9.87e-05,0.434,72680,0.778,0.903,7,0.631,-11.174000000000001,1,0.0413,132.04399999999998,4,0.0734,10
Johnny Lee,2sY0KdtYxLZ8qfUcY5xrmU,"Regrets, Pt. 2",0.589,0.6990000000000001,161584,0.483,0.0,1,0.0937,-10.186,1,0.0938,110.041,4,0.45,4
Orbit Culture,24iBRrfYfUjhq8dhBLTQwm,Redfog,7.87e-06,0.381,358749,0.993,0.8,6,0.91,-1.965,1,0.177,170.03599999999997,4,0.127,33
Manic Street Preachers,5hYnnyfa8RfpndX034BSl9,International Blue - Demo,0.000361,0.579,235733,0.9129999999999999,0.00447,5,0.35600000000000004,-5.558,1,0.0392,136.961,4,0.7020000000000001,3
Manic Street Preachers,2uorP3XuY6PZCQbs92uFrg,Distant Colours - Demo,0.7390000000000001,0.7170000000000001,222747,0.336,0.0,4,0.12,-8.073,1,0.0321,127.228,4,0.444,2
Manic Street Preachers,2M0F3MnaMdVsZj5uIfBPZM,Vivian - Demo,0.021,0.5710000000000001,268507,0.623,3.34e-06,5,0.114,-7.471,0,0.0472,141.969,4,0.21899999999999997,2
Manic Street Preachers,1tE4Rs20I7xppBalG28w5t,Concrete Fields,0.00159,0.626,237853,0.934,0.0007509999999999999,10,0.111,-5.2010000000000005,1,0.0272,108.025,4,0.705,2
Manic Street Preachers,58iyYCEeloxb411Y682K5s,A Soundtrack to Complete Withdrawal,0.0152,0.5489999999999999,238653,0.852,0.00124,4,0.847,-6.822,0,0.0296,164.043,4,0.6859999999999999,2
Waterbed,1NitqP8ct0Tjg9WSGTAOga,Gemini,0.0126,0.7020000000000001,199577,0.718,0.0317,9,0.0451,-7.079,1,0.0384,90.035,4,0.585,13
Elektroman,603YY5k04kHB2r8bcxh2PX,Over the Air,3.28e-06,0.816,188186,0.961,0.9209999999999999,0,0.0712,-7.192,1,0.152,125.00399999999999,4,0.642,0
Elektroman,0yKqfb3AHunB5FAiqUO5Rz,Panic Button,0.0009,0.799,195527,0.506,0.81,8,0.12300000000000001,-16.408,1,0.0471,120.081,4,0.48100000000000004,0
Houzemaster,6gtbF4Rs7vcbY0kWEHPQ0P,Main Grid,0.000588,0.7090000000000001,196519,0.7390000000000001,0.912,10,0.128,-13.347999999999999,0,0.0523,120.022,4,0.501,0
Flipturn,0XZV3zE3j10RPG6Zvxsb6n,Nickel,0.302,0.649,237197,0.6920000000000001,0.000684,6,0.153,-4.909,1,0.0433,155.94799999999998,4,0.759,27
Lil Duke,0Jx5sl4YNGNjP00hbAc1t6,I'm Gettin' Paid (feat. Lil Baby),0.10400000000000001,0.85,156767,0.5539999999999999,0.0,2,0.18,-5.42,1,0.355,150.048,4,0.335,12
350heem,5bA4t8Y5FMtCc16Gv6B03A,Own,0.0235,0.86,191991,0.479,0.0,1,0.0961,-8.606,1,0.14300000000000002,145.018,4,0.289,25
Hidden Symmetry,5I1qPRthwsaUJ3uI8BDvSO,Blind Spot,0.139,0.501,267708,0.703,0.498,10,0.0378,-10.392999999999999,0,0.0424,167.868,4,0.7809999999999999,0
Mishaal,0zUJbZFIR5v2gCfbdg8yTS,Runaway,0.136,0.608,151602,0.434,0.000265,1,0.0685,-9.677999999999999,0,0.45399999999999996,79.209,4,0.379,36
Dirt Monkey,66KliteNTWl865cltOWGvW,Peanut Butter Jelly Time,0.00921,0.652,192000,0.81,0.102,11,0.6920000000000001,-4.736000000000001,1,0.0525,149.95,4,0.318,29
Red,11QnLmsA8iboXZQ4pQaDkT,Ride,0.733,0.365,223530,0.414,0.0,8,0.0888,-7.303,0,0.0389,83.221,5,0.19399999999999998,0
Calexico,6gucJfZpSTJp3g0Do75dgM,Flores y Tamales,0.617,0.466,168507,0.816,0.00148,9,0.0806,-7.272,1,0.0437,170.442,4,0.7290000000000001,29
Fischerspooner,2wTReDdykshUMOWM9eBS2o,Everything Is Just Alright,0.0389,0.75,171731,0.71,0.028999999999999998,6,0.10099999999999999,-6.982,1,0.059000000000000004,121.979,4,0.6809999999999999,26
KG,7hukHvH6RWc5CBDIzUzlt8,Mabo Martin Mandela,0.00675,0.633,207243,0.753,0.157,7,0.209,-7.062,1,0.10099999999999999,83.01299999999999,4,0.5429999999999999,8
Michael W. Smith,2avfYbKfak8LPgPvAIzywv,Something in My Heart,0.428,0.669,207653,0.784,0.08900000000000001,8,0.111,-5.209,1,0.0276,120.005,4,0.54,32
Julian Lage,31THGPbWPIArX7m3zRxOyT,General Thunder,0.541,0.611,325678,0.5,0.938,10,0.105,-10.355,0,0.036000000000000004,128.016,4,0.5710000000000001,30
Julian Lage,7C2XzKhIwO2xaBQt1q94ob,Roger the Dodger,0.0716,0.314,252754,0.504,0.8759999999999999,5,0.266,-8.961,0,0.0353,174.605,3,0.266,29
Xhino Slim,0nArUmOTfsZF1kkWamcwXa,Lukoy,0.44299999999999995,0.669,129620,0.851,0.815,7,0.5760000000000001,-6.903,0,0.259,120.041,4,0.348,0
Scallops Hotel,7lcUATVAsD9QAPJSy67kl3,Bought My Kid A High Chair,0.0992,0.9329999999999999,119093,0.368,0.507,10,0.111,-15.137,0,0.285,132.595,4,0.466,27
L.A. Salami,0E7vgD4L84ML4RAiaRH8y0,Brick Lane,0.4,0.537,219094,0.768,1.56e-05,2,0.23,-4.055,1,0.0616,98.46,4,0.789,21
Juliana Hatfield,7BhYvR5JIfzeQqcezhQy0X,A Little More Love,0.00912,0.597,218499,0.504,4.03e-06,8,0.0996,-9.091000000000001,1,0.0247,100.01100000000001,4,0.884,26
Twitching Tongues,59pMsmXsBBm8JFnXnSwqqF,AWOL (State of the Union),0.00114,0.179,296950,0.867,0.784,2,0.158,-5.388999999999999,1,0.073,88.566,3,0.177,22
Ghasper,0Fx8uJAvRh80l1jtvhqTaJ,Pipa,0.24600000000000002,0.603,223086,0.575,0.75,5,0.105,-8.305,0,0.0469,139.972,4,0.154,16
Arild Aas,2WpmqBXawkgV7lBXGibukq,Far From You,0.000727,0.498,279690,0.8420000000000001,0.643,3,0.0723,-6.84,1,0.0418,126.98100000000001,4,0.147,40
Kultur,4OR4uGJmwuZIDy9XnOm7i0,Ocean,0.473,0.551,229200,0.406,3.55e-06,10,0.135,-10.031,1,0.0434,119.87899999999999,4,0.168,32
Josh Rouse,6pyoyy3up3UW6UHH4DWvGr,Businessman,0.21100000000000002,0.732,240133,0.5920000000000001,0.0127,5,0.064,-7.12,0,0.0283,117.00299999999999,4,0.41600000000000004,25
Tritonal,5L4Q3WfjF1KUbkwEYWeFrl,Call Me - Sj Remix,0.0737,0.6970000000000001,243871,0.902,0.0105,11,0.17300000000000001,-5.715,0,0.0472,123.969,4,0.612,22
Ryan Bingham,2K7hmSfXpaEkhsmK5K9p5Q,Bread and Water - Live,0.222,0.37,338700,0.9940000000000001,0.0602,4,0.765,-2.912,1,0.14400000000000002,119.935,4,0.128,29
Until The Ribbon Breaks,0DrDPgERIqDMi9zo5RTzZh,One Match,0.16699999999999998,0.595,237575,0.489,0.0,7,0.11800000000000001,-8.222000000000001,0,0.0469,88.98899999999999,4,0.262,32
Cadell,22b9YskvRzOVQn6W6OEVXH,Create A Career,0.0992,0.684,246942,0.8290000000000001,7.53e-06,7,0.40299999999999997,-5.975,0,0.355,140.161,4,0.488,36
One Week Notice,5wBD6KmyDEdw8sAYnoD6mH,Peace to the Land,0.35,0.885,181385,0.483,4.38e-06,6,0.086,-10.294,0,0.0805,124.971,4,0.265,21
Late June,132Pm6AbDHNxV8nBO85QOr,In Places,0.784,0.408,140330,0.485,0.11900000000000001,10,0.37,-11.39,0,0.107,130.159,4,0.114,32
Black Rebel Motorcycle Club,1o3GnIWEzvASFUzeIO7qDF,Circus Bazooko,0.0187,0.47200000000000003,342496,0.5670000000000001,0.0006349999999999999,0,0.418,-6.5329999999999995,1,0.0242,79.95,4,0.526,23
GT Garza,4tZnUm56Esxbv9dOxv4XDu,Huned 100s,0.0651,0.836,194149,0.529,0.0,8,0.11900000000000001,-8.656,1,0.40700000000000003,128.013,4,0.193,21
Ymisonice,2ehYSA91na4N8u1lDA5ITq,Gram Age,0.284,0.8079999999999999,183500,0.6829999999999999,0.0,6,0.371,-4.4510000000000005,0,0.263,148.963,4,0.551,27
New Years Day,3tU5n6Fa7zRL8OEYBmqk77,Bizarre Love Triangle,0.00021099999999999998,0.68,247773,0.853,1.8000000000000001e-06,1,0.0965,-3.69,1,0.0487,118.488,4,0.55,29
Onra,5S5erw8eUgXnY8s8zYIDrf,No Question ft. Pomrad,0.0165,0.522,141144,0.7829999999999999,1.4800000000000002e-05,5,0.21,-7.377999999999999,0,0.62,94.59299999999999,4,0.688,30
Citipointe Live,3ovDV6XeHPNranAdKMYz3r,Where Revival Lives (Live),0.0106,0.6779999999999999,254747,0.8370000000000001,0.0,9,0.5329999999999999,-6.202000000000001,1,0.0367,116.022,4,0.38799999999999996,29
The Toys,3h7TbK7x7yxJavEZydbOzX,04:00,0.7120000000000001,0.741,226000,0.375,0.0157,1,0.161,-12.842,1,0.0435,119.958,4,0.332,45
Reyna Biddy,0nYXKHBwSKOAH6pnQeaShO,Some Day,0.9,0.591,85453,0.179,0.0,9,0.16699999999999998,-25.705,1,0.486,134.362,3,0.40700000000000003,27
Step Up: High Water,2WSUhI5Wou8iazcwofC3of,Right Beat,0.0018800000000000002,0.643,144703,0.972,0.845,1,0.0724,-5.257000000000001,0,0.0451,139.953,4,0.23800000000000002,25
SoDown,2zhGSHy63imTRbP0IWsjo9,First Light,0.0739,0.597,227043,0.8290000000000001,0.027999999999999997,7,0.133,-5.065,1,0.0711,167.93,4,0.363,19
DJ Nelson,65zrW1VqbJOYB3Y10lipDq,"Micro Mixx, Vol. 8",0.0973,0.665,596820,0.897,0.0,7,0.0584,-3.737,1,0.0873,97.941,4,0.687,37
R. Scott Murphy,2yjFQ8kM6Gvr3FoIbtzH7J,My Favorite Sales E-Mails,0.513,0.7020000000000001,337033,0.391,0.0,7,0.174,-11.040999999999999,1,0.9470000000000001,72.704,4,0.679,0
Dylan Reese,4cvMCywb2ZYv4iG3cdP4eY,On God,0.0442,0.605,164361,0.5760000000000001,0.0,4,0.33399999999999996,-4.75,0,0.0946,144.505,4,0.156,0
Powell,0O9pJgmTk3ZxAEnr3gGACY,Yu No Dey Lie,0.149,0.863,217156,0.9179999999999999,5.98e-06,2,0.26899999999999996,-4.434,1,0.12,126.03399999999999,4,0.45399999999999996,37
Skell,7yqf857OcuAWJLwCZMjZuG,A Time for Trust,0.93,0.5660000000000001,214021,0.28800000000000003,0.8270000000000001,0,0.0968,-18.584,1,0.0725,153.111,3,0.235,0
Evidence,5O9xY1b15hD8fxMWYeUI3v,Moving Too Fast (feat. Catero),0.7659999999999999,0.621,92453,0.39,0.00022400000000000002,9,0.10400000000000001,-10.713,0,0.192,77.73100000000001,4,0.392,28
Nolan Koskinen,3DNHcwN0kCZ59PqwX6oBrx,Do U Kno Da Wae,0.142,0.8029999999999999,107591,0.602,0.556,5,0.0755,-7.131,0,0.040999999999999995,110.023,4,0.807,30
Lartiste,4ULAS0hYz5zAfvWeabxavE,Grandestino,0.37,0.809,180667,0.887,8.76e-06,0,0.28600000000000003,-4.822,0,0.0975,100.01700000000001,4,0.804,44
"Tito ""El Bambino""",2ukdFeVhATEIEISS5rUrs3,Contigo Siempre,0.17300000000000001,0.5920000000000001,205166,0.799,0.0,0,0.0578,-5.926,1,0.22899999999999998,109.37899999999999,4,0.628,20
Dempagumi.Inc,7GobktQCyszbCM5kBSjIVS,Ψ発見伝!,0.0476,0.608,236842,0.899,0.0,8,0.12,-2.9539999999999997,1,0.0323,95.02600000000001,4,0.789,35
Korede Bello,4DO7Gvr5oEiS0sYX5uZ60I,Melanin Popping,0.14300000000000002,0.8140000000000001,195389,0.607,3.12e-05,7,0.0967,-8.12,1,0.0651,111.05,4,0.71,26
Grupo H-100,5kSNePaR0IdPQIJvPzmrZX,Quisiera,0.261,0.73,219320,0.434,8.62e-06,7,0.0843,-8.327,1,0.0363,92.685,4,0.51,22
Bettye LaVette,55HRS5caj9EvcSB6yoHewd,Things Have Changed - Radio Edit,0.174,0.728,238693,0.632,2.41e-06,11,0.272,-5.071000000000001,0,0.0404,110.37799999999999,4,0.637,34
Conjunto Azabache,5Ch55du9DdgMfN5CqzOgup,No Me Hablen De Ella,0.209,0.6609999999999999,203990,0.664,0.0,5,0.129,-3.505,1,0.03,115.959,4,0.785,34
OMB Peezy,6lhSuV2PtXCqwsqBuyJ6Fh,Ready,0.3,0.778,206716,0.6679999999999999,0.0,7,0.10400000000000001,-9.036,1,0.259,139.96,4,0.81,22
The Feels,0UG6Qk6evcguNMKkbHtpE2,Dream On (feat. Beatrich),0.0278,0.72,254787,0.736,8.56e-05,0,0.0598,-4.673,0,0.0299,107.98899999999999,4,0.585,28
Timo$,0SXOur7zRlv5pDjsFpWM9x,Lock It Up,0.0281,0.63,229660,0.772,0.000188,9,0.35100000000000003,-7.341,0,0.0601,125.042,4,0.307,18
Ky Da Yung Og,31RE50dpOyebGg4NqfSVaL,Text,0.0121,0.753,143073,0.695,0.0,6,0.11699999999999999,-7.486000000000001,0,0.293,160.942,4,0.8440000000000001,15
Leftover Salmon,5otSQ36kZyalESXIbeUNzX,Places,0.542,0.578,302200,0.617,0.0021100000000000003,9,0.146,-7.71,1,0.0238,96.383,4,0.513,11
Alex Isley,55yRxvwRPDEBB0yFowh6EL,Smoke & Mirrors,0.6759999999999999,0.763,299673,0.281,0.0226,4,0.26899999999999996,-12.919,0,0.0452,83.01899999999999,4,0.462,27
Late June,4DgNkawRMxxkYqLHMdKDQj,I Don't Want To Lose You,0.574,0.462,140016,0.447,0.000701,11,0.154,-12.1,1,0.0518,120.559,4,0.0372,27
Kathleen Madigan,7bwW4dBrbBh9PcZBch6cxD,Malaysian Flt 370 Pt. 1,0.759,0.518,175596,0.8490000000000001,0.0,8,0.89,-7.199,1,0.621,74.76899999999999,3,0.552,28
Marwa Loud,7MymLkc8lroGzmfBfXgwF1,Mehdi,0.284,0.821,165401,0.737,0.0,0,0.109,-6.667000000000001,0,0.0602,110.022,4,0.863,48
UMI,2BCBJzP7PQ3QlI1lrPdOVX,This Universe,0.484,0.618,188029,0.214,0.0,11,0.135,-11.209000000000001,1,0.0749,116.947,4,0.326,40
Miguel,73VaZiWQOOs0GkU1QuF2d9,Adorn,0.0543,0.625,193147,0.5760000000000001,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4,0.235,29
Richard Clayderman,2LSoFCUTsJXLHNyWRAehwF,I Don't Like To Sleep Alone,0.302,0.59,172942,0.486,0.92,10,0.201,-8.23,1,0.0293,147.184,4,0.331,8
Richard Clayderman,4SK7zqh0tFiapBT5xRX4tb,Without You,0.16,0.624,177308,0.425,0.8320000000000001,3,0.138,-8.908999999999999,1,0.0281,136.80100000000002,4,0.243,8
Kiesza,2gsDwA3FWgOmhsLPTd8pQs,Mother,0.0222,0.773,213253,0.53,0.000286,11,0.0433,-9.905,0,0.10400000000000001,99.984,4,0.581,32
Hovvdy,1FqxIgnMKAEVbNHFOWrFQt,Quitter,0.8959999999999999,0.563,162797,0.41100000000000003,0.894,4,0.113,-11.56,1,0.0313,80.009,4,0.14400000000000002,24
Dessa,4qIPSgvqri8XcirtRO6KjP,5 Out of 6,0.0506,0.648,212680,0.765,0.000277,1,0.0647,-8.579,1,0.0641,156.04399999999998,4,0.8320000000000001,20
FG Famous,0X2himdPFd5d5bCK1bqxVM,Against All Odds,0.106,0.715,129196,0.541,0.0,5,0.102,-9.475,0,0.434,168.063,4,0.452,21
BlockShooters,5M6yK1d7kNdEVoGljzTUtz,Robbing People At Recess,0.184,0.804,99840,0.182,0.883,9,0.0837,-16.734,1,0.396,130.03,4,0.898,0
YellowStraps,5fZ8n6sX14ex6nFrNWxzEH,Nights Up,0.746,0.47,238293,0.506,0.13,0,0.35600000000000004,-7.872999999999999,1,0.13699999999999998,179.43400000000003,4,0.299,35
Sean Leon,5T9iAjGLwnIYfjVblXRVVZ,Back (Never Going),0.0468,0.8540000000000001,255402,0.355,0.0019100000000000002,6,0.131,-13.300999999999998,0,0.0866,135.999,4,0.696,9
Clean Bandit,6KSI3Q2arQAyTJNhydKkTB,I Miss You (feat. Julia Michaels) - Joe Maz Remix,0.0846,0.6809999999999999,214857,0.853,0.0334,0,0.0568,-2.7710000000000004,0,0.0522,104.999,4,0.5670000000000001,30
Chuck Strangers,6kqJnAapK96Qj1QT45OEHh,Syl's Song,0.000998,0.547,272044,0.5870000000000001,0.6409999999999999,6,0.1,-8.81,1,0.0364,130.219,4,0.325,19
American Pleasure Club,5xb7KZev4i1oaLDm8Nl1od,there was a time when i needed it,0.255,0.34600000000000003,171615,0.561,0.0662,9,0.12,-6.157,1,0.0362,69.918,4,0.8029999999999999,26
Palatine,46SNk4XONwlKjqH5ohFIN9,C'était un loup,0.486,0.621,220096,0.49,0.22899999999999998,7,0.142,-10.864,1,0.0277,79.509,4,0.308,30
Carolina Ross,5oNCJRFlMmVjM7KXHGoFVY,No Me Queda Más,0.265,0.62,230561,0.415,0.0,3,0.121,-6.103,1,0.0317,99.714,4,0.447,0
Jason Crabb,4LgKJM4tQ76EeIV591lNZh,Mercy We Can't Go Beyond,0.122,0.5720000000000001,274827,0.8809999999999999,0.0,2,0.281,-2.283,1,0.0544,120.03,4,0.541,15
Elvy The God,4DB4FQLv0J6PFQuVFpuY55,100 Grand,0.0146,0.486,181858,0.5489999999999999,0.0,0,0.285,-9.702,1,0.308,86.677,5,0.289,19
Paul Williams,5azFHEqwZDasaVwvjvGuhW,Nothing on Me,0.41600000000000004,0.6890000000000001,219330,0.39,0.00158,0,0.0929,-8.707,1,0.0465,157.96,4,0.568,29
Grimass,61Glz9CQjZrBxdwqzwHEhL,Wraith,0.214,0.8009999999999999,256705,0.6940000000000001,0.0,0,0.0668,-3.675,1,0.159,150.059,4,0.562,1
BudSellers,52zcrUuPa6QzDlH84i2YmX,Need All the Money,0.0634,0.718,97411,0.973,0.92,11,0.0621,-8.066,1,0.113,97.54899999999999,3,0.986,0
Chiquito Team Band,35d0njU2so7YnVgXVPTHCv,Punto y Aparte,0.462,0.797,190160,0.8759999999999999,0.0,10,0.33,-3.818,1,0.0325,114.936,4,0.943,36
Yiruma,7AIyLMloBH6Ae88tUGAflI,Ribbonized,0.982,0.556,260919,0.11900000000000001,0.927,7,0.0806,-18.241,1,0.0556,166.926,4,0.193,40
Yiruma,3OpqdKGsCDU2VTkee4JoyW,Eve,0.975,0.644,173494,0.192,0.937,2,0.10400000000000001,-17.613,1,0.0535,122.656,4,0.0923,39
All Sons & Daughters,7A27QXPSiFMIA06HH5aj3E,Brokenness Aside,0.515,0.39,352027,0.258,0.0,0,0.098,-10.051,1,0.03,135.822,4,0.159,30
Thunderstorm Sound Bank,0EZBunvHgTxcMNxeNTcd3Y,Modest Rain & Thunder Sounds,0.332,0.21899999999999997,69747,0.696,0.971,10,0.665,-28.480999999999998,1,0.0546,72.008,3,0.0050100000000000006,34
Future Of Forestry,2oO3aQdt8dbByFet8ui5dS,Union,0.895,0.237,261267,0.214,0.977,3,0.0962,-13.594000000000001,0,0.0383,139.455,3,0.0368,26
Los Remis,7KYmjdqqd09SHDuTpuEQUA,Aviso del Cielo,0.5589999999999999,0.634,149333,0.574,6.15e-06,4,0.196,-7.577000000000001,1,0.111,170.017,3,0.929,24
AllStarPlayers,4INz0MwqyvY4cyn84zuuyY,30 on My Hip,0.141,0.759,97437,0.284,0.943,9,0.135,-9.675,0,0.165,129.999,3,0.611,0
Snoop Dogg,14ECWudZinFYr2Mue5sy45,I Don't Care (feat. LunchMoney Lewis),0.124,0.76,152709,0.816,0.0,9,0.0687,-4.253,1,0.341,110.616,5,0.665,30
ＮＯＳＴＲＡＤＡＭＵＳ,1C948tbiTUsiCmrrKAtKiq,Under,0.972,0.762,110968,0.149,0.9009999999999999,9,0.10300000000000001,-19.826,0,0.0585,92.98899999999999,3,0.271,26
Cast - Muppet Babies,4SZV2hSDowhBrswUlhP51I,The Lily Pad Blues,0.45799999999999996,0.753,69893,0.462,1.76e-05,5,0.29600000000000004,-7.032,1,0.0488,128.34,4,0.882,32
Jeff Carl,5St8jW5BVKPqocrSBu6n03,Comeback Song,0.608,0.307,217284,0.293,1.47e-05,4,0.106,-11.616,1,0.0289,134.937,4,0.114,11
Akil Omari,5SyVuTd1HF1CKIGfQMHLD9,Hold on,0.303,0.516,179580,0.361,0.214,0,0.132,-14.152999999999999,1,0.0444,142.834,4,0.217,29
